epochs,loss,accuracy,val_loss,val_accuracy
58,0.0039419690147042274,0.9985885620117188,5.6944467360153794e-05,1.0
59,0.0018409844487905502,0.9996471405029297,0.00011702268238877878,1.0
60,0.00025828307843767107,1.0,3.4789834899129346e-05,1.0
61,0.0005590570508502424,0.9996471405029297,0.004963462706655264,0.9961904883384705
62,0.004492349922657013,0.9989414215087891,0.022893894463777542,0.9961904883384705
63,0.016036009415984154,0.9975299835205078,0.002742462558671832,0.9980952143669128
64,0.0005128842312842607,1.0,0.021693026646971703,0.9961904883384705
65,0.006595761515200138,0.9982357025146484,0.004145425744354725,0.9980952143669128
66,0.0007904886733740568,0.9996471405029297,0.00167722231708467,0.9980952143669128
67,0.0033115402329713106,0.9992942810058594,0.0025883931666612625,0.9980952143669128
68,0.0010521842632442713,0.9996471405029297,0.0014914576895534992,1.0
69,0.0014162289444357157,0.9996471405029297,0.012224245816469193,0.9961904883384705
70,0.00090550392633304,0.9996471405029297,0.041096121072769165,0.9961904883384705
71,0.00041294563561677933,1.0,0.013567553833127022,0.9961904883384705
72,0.0004895580350421369,0.9996471405029297,0.018429195508360863,0.9980952143669128
73,0.0003752403426915407,1.0,0.0318380743265152,0.9961904883384705
74,0.00048563897144049406,0.9996471405029297,0.0008605933981016278,1.0
75,0.0002801543741952628,1.0,0.008325540460646152,0.9980952143669128
76,2.440943535475526e-05,1.0,0.00587879866361618,0.9980952143669128
77,1.873864675872028e-05,1.0,0.0037016808055341244,0.9980952143669128
78,2.851728140740306e-06,1.0,0.003334827022626996,0.9980952143669128
79,0.00031541191856376827,1.0,0.009766395203769207,0.9980952143669128
80,0.0018492648378014565,0.9996471405029297,0.007695579435676336,0.9980952143669128
81,0.0008972656214609742,0.9996471405029297,0.038817718625068665,0.9961904883384705
82,0.00013615771604236215,1.0,0.014701111242175102,0.9980952143669128
83,0.00018807538435794413,1.0,0.01538987085223198,0.9980952143669128
84,0.010742663405835629,0.9996471405029297,0.018291592597961426,0.9980952143669128
85,0.014682244509458542,0.9968242645263672,0.005650102160871029,0.9980952143669128
86,0.02102721482515335,0.9975299835205078,0.04091961309313774,0.9961904883384705
87,0.0037783244624733925,0.9982357025146484,0.00862673670053482,0.9980952143669128
88,0.0007447194657288492,0.9996471405029297,0.05169982090592384,0.9961904883384705
89,0.02025008015334606,0.9982357025146484,0.010486374609172344,0.9980952143669128
90,0.021524447947740555,0.9950599670410156,0.05078167840838432,0.9942857027053833
91,0.013095575384795666,0.9978828430175781,0.005673341453075409,0.9980952143669128
92,0.002462378004565835,0.9989414215087891,0.0011313643772155046,1.0
93,0.0014113264624029398,0.9996471405029297,0.01575644314289093,0.9961904883384705
94,0.0014761951752007008,0.9989414215087891,0.0010558823123574257,1.0
95,0.00306106498464942,0.9985885620117188,0.0009766484145075083,1.0
96,0.00012842612341046333,1.0,0.0008591475780121982,1.0
97,0.00017212105740327388,1.0,0.00026899506337940693,1.0
98,8.93201504368335e-05,1.0,0.00048450561007484794,1.0
99,0.0003619487979449332,1.0,0.00020543475693557411,1.0
