epochs,accuracy,auc,loss,pr_auc,precision,recall,val_accuracy,val_auc,val_loss,val_pr_auc,val_precision,val_recall
106,1.0,1.0,4.135639287399955e-25,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
107,1.0,1.0,4.361616283701953e-24,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
108,1.0,1.0,5.788409896764073e-22,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
109,1.0,1.0,2.277232508492694e-26,1.0,1.0,1.0,0.9923809766769409,0.9967789649963379,0.9315402507781982,0.9423186779022217,0.942307710647583,0.9800000190734863
110,1.0,1.0,0.00018716236809268594,1.0,1.0,1.0,0.9847618937492371,0.9926315546035767,1.8987706899642944,0.8771929740905762,0.8620689511299133,1.0
111,0.9992942810058594,0.9991608262062073,0.03250659257173538,0.9982599020004272,0.998826265335083,0.998826265335083,0.9942857027053833,0.9968421459197998,1.4395285844802856,0.9433962106704712,0.9433962106704712,1.0
112,1.0,1.0,5.5173753358384185e-19,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8288801908493042,0.9259259104728699,0.9090909361839294,1.0
113,1.0,1.0,1.811322647427005e-08,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8190698623657227,0.9259259104728699,0.9090909361839294,1.0
114,1.0,1.0,2.1884095465268905e-20,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8171740770339966,0.9259259104728699,0.9090909361839294,1.0
115,1.0,1.0,4.492648002402063e-30,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8171741962432861,0.9259259104728699,0.9090909361839294,1.0
116,1.0,1.0,1.2210339976341463e-21,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8171740770339966,0.9259259104728699,0.9090909361839294,1.0
117,1.0,1.0,3.938409792519568e-14,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8171741962432861,0.9259259104728699,0.9090909361839294,1.0
118,1.0,1.0,1.604865600222244e-13,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8171740770339966,0.9259259104728699,0.9090909361839294,1.0
119,1.0,1.0,1.5641006827389614e-13,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.817173957824707,0.9259259104728699,0.9090909361839294,1.0
120,1.0,1.0,5.692530101512828e-23,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8171738386154175,0.9259259104728699,0.9090909361839294,1.0
121,1.0,1.0,5.1798840742736194e-17,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.817173957824707,0.9259259104728699,0.9090909361839294,1.0
122,1.0,1.0,5.017331493849253e-13,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.817173957824707,0.9259259104728699,0.9090909361839294,1.0
123,1.0,1.0,2.2086907263688526e-25,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8171738386154175,0.9259259104728699,0.9090909361839294,1.0
124,1.0,1.0,8.450363742085187e-10,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8160887956619263,0.9259259104728699,0.9090909361839294,1.0
125,1.0,1.0,2.4858286971446713e-22,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8159207105636597,0.9259259104728699,0.9090909361839294,1.0
126,1.0,1.0,8.77796590637563e-25,1.0,1.0,1.0,0.9904761910438538,0.9957894682884216,1.8159207105636597,0.9259259104728699,0.9090909361839294,1.0
127,1.0,1.0,6.128734497679034e-08,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7860486507415771,0.9259259104728699,0.9259259104728699,1.0
128,1.0,1.0,1.1086236047363363e-17,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7650158405303955,0.9259259104728699,0.9259259104728699,1.0
129,1.0,1.0,2.1978052556168997e-16,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7650158405303955,0.9259259104728699,0.9259259104728699,1.0
130,1.0,1.0,1.5188426208715205e-22,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7650158405303955,0.9259259104728699,0.9259259104728699,1.0
131,1.0,1.0,1.5523862790608073e-26,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7650158405303955,0.9259259104728699,0.9259259104728699,1.0
132,1.0,1.0,1.6203210937700603e-28,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.765015959739685,0.9259259104728699,0.9259259104728699,1.0
133,1.0,1.0,3.9204946393885885e-27,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.765015959739685,0.9259259104728699,0.9259259104728699,1.0
134,1.0,1.0,5.692903453602051e-22,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.765015959739685,0.9259259104728699,0.9259259104728699,1.0
135,1.0,1.0,4.209811973614178e-20,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7650158405303955,0.9259259104728699,0.9259259104728699,1.0
136,1.0,1.0,3.1190399338164827e-28,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.765015959739685,0.9259259104728699,0.9259259104728699,1.0
137,1.0,1.0,1.4688550092168894e-28,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7650158405303955,0.9259259104728699,0.9259259104728699,1.0
138,1.0,1.0,1.000530824323082e-24,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.765015959739685,0.9259259104728699,0.9259259104728699,1.0
139,1.0,1.0,1.1708655861541756e-14,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7650158405303955,0.9259259104728699,0.9259259104728699,1.0
140,1.0,1.0,4.905315588444058e-25,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.765015959739685,0.9259259104728699,0.9259259104728699,1.0
141,1.0,1.0,2.64542506875004e-35,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.7650158405303955,0.9259259104728699,0.9259259104728699,1.0
142,1.0,1.0,1.5627417836139835e-21,1.0,1.0,1.0,0.9923809766769409,0.9957894682884216,1.765015959739685,0.9259259104728699,0.9259259104728699,1.0
